id,language,reference,generated,generated_rci,bleu_score,rouge1,rouge2,rougeL,bertscore_f1
91,c,"Enables or disables a specific GPIO output on a high-voltage shield by validating the pin index (0-31), remapping it via a nibble-swap, modifying a cached register bit, and then calling a helper function to write the update to the hardware",Configures the output enable state of a specific GPIO pin (within a range) by manipulating a bitfield in a register and subsequently updating the hardware shield.,"Enables or disables the output state of a GPIO pin by setting or clearing a corresponding bit in a register, then updating the hardware shield.",4.4,43.48,8.96,31.88,74.88
92,c,"A callback function that forwards a received CAN frame from a source device to a destination device (passed via `user_data`) using a non-blocking send operation, logging a debug message on successful queuing or a warning on failure","Routes a CAN frame received on one device to another specified device using the `can_send` function, logging success or failure and debugging information.","Routes a CAN frame received on one device to another specified device using the `can_send` function, logging routing events and handling potential transmission errors.",3.5,44.44,6.56,34.92,75.59
93,c,"Configures a CAN message router by iterating through an array of routing entries, adding a receive filter to a source CAN interface for each entry that uses a callback to forward matching frames to a destination interface, and returns an error if any filter registration fails","Registers a specified number of CAN router entries by iterating through them and adding corresponding receive filters with associated callbacks and data pointers, returning an error code if any registration fails.","Registers a specified number of CAN router entries by adding receive filters for each entry, using provided callbacks and data pointers, and returning an error if any registration fails.",5.22,44.16,13.33,38.96,76.36
94,c,"Initializes the CAN router by iterating through all statically-defined routing tables found in a dedicated linker section and registering their entries, returning an error if any registration fails","Initializes the CAN router system by iterating through a table of CAN router entries and registering each entry, returning an error code if registration fails.","Initializes the CAN router system by registering each entry from a predefined table using `can_router_register`, returning an error if registration fails.",23.74,62.96,34.62,59.26,82.91
95,c,"Iterates through a pre-configured list of low-voltage GPIOs, setting the state of each pin enabled by an input mask to the corresponding bit in a value word, logging and returning an error if any underlying GPIO operation fails","Sets the level-voltage (LV) GPIO pins specified by a mask and value, iterating through the configured GPIOs and calling the gpio_pin_set function for each matching pin, returning an error code if any setting fails.","Sets the level-voltage (LV) GPIO pins based on a provided mask and value, iterating through the configured GPIOs and using gpio_pin_set to individually control each matching pin, returning an error code if any setting operation fails.",5.71,54.55,8.0,31.17,71.41
96,c,"Populates an output parameter with the number of available Abstract LIN callback slots, calculated by subtracting the used count from a configured maximum, returning an error if the parameter is a null pointer","Retrieves the number of available callback slots for a LIN device by subtracting the number of used callbacks from the maximum allowed frame count, returning an error if the provided buffer is null.","Calculates and returns the number of free callback slots for a LIN device by subtracting the currently used callbacks from the configured maximum, returning an error if the output buffer is null.",27.4,66.67,31.25,57.58,78.79
97,c,"Registers a user-provided callback function for a specific LIN frame ID by validating the ID (0-0x3F) and data size (1-8 bytes), allocating a free callback slot, and storing the callback details, returning an error on invalid parameters or allocation failure","Registers an incoming callback function for a specific LIN frame ID and size within a device's abstract LIN data structure, performing validation and allocating a slot for the callback.”","Registers an incoming callback function to be invoked when a specific LIN frame is received, validating input parameters and allocating a slot in the device's data structure to store the callback details.”",15.72,54.79,25.35,43.84,69.55
98,c,"Registers a user-provided callback function for a specific LIN frame ID by validating the ID (0-0x3F) and data size (1-8 bytes), allocating a free callback slot, and storing the callback details, returning an error on invalid parameters or allocation failure","Registers an outgoing callback function for a specific LIN frame ID and size within a device's abstract LIN data structure, performing validation and allocating a callback slot if available.","Registers an outgoing callback function for a specific LIN frame ID and size within a device's abstract LIN data structure, validating input parameters and allocating a callback slot to store the function and associated data.",15.25,52.05,25.35,41.1,70.77
99,c,"Sets the active LIN schedule table by index, first validating the index and then using a semaphore to thread-safely update the scheduler's state and reset its entry pointer to the start of the new table","Sets the active table index for a LIN scheduler, ensuring exclusive access via a semaphore and resetting the table entry counter to zero if a table was previously active.","Activates a specified table within a LIN scheduler, acquiring a semaphore for exclusive access, resetting the table entry index, and returning an error if the table index is out of bounds.",6.18,42.42,9.38,33.33,70.4
100,c,"Disables a LIN scheduler by first checking if it's already stopped, then taking a semaphore to safely wait for the current operation to complete before setting the active schedule table index to -1",Disables a linear scheduler by setting its current table to -1 and acquiring the active semaphore to prevent further execution.,Disables a linear scheduler by setting its current table to -1 and blocking further execution by acquiring the active semaphore.,4.67,48.15,19.23,33.33,73.32
