id,language,reference,generated,generated_rci,bleu_score,rouge1,rouge2,rougeL,bertscore_f1
86,c,"Disables a specific LIN-to-CAN receive filter by clearing its callback pointer, or disables all filters if a special ID is passed, while ignoring out-of-bounds IDs","This function removes a receive filter by setting the callback function pointer to null for a specified filter ID, handling a special case for all translatable addresses and validating the filter ID against the maximum number of translatable addresses.","This function disables a receive filter by clearing its callback function pointer for a given filter ID, with specific handling for clearing all translatable address callbacks and input validation.",5.1,35.29,9.09,29.41,62.83
87,c,"A LIN driver callback that retrieves a pending outgoing frame from a message queue, copies its data for transmission, invokes a frame-specific completion callback, and returns a boolean indicating if a frame was successfully prepared","This function retrieves a LIN frame from a message queue, copies its data into a provided frame structure, and then invokes a callback function to transmit the frame via CAN.","This function retrieves a LIN frame from a message queue, populates a provided frame structure with its data, and triggers a CAN transmission via a registered callback.",26.42,54.55,31.25,45.45,76.26
88,c,"Acts as a LIN-to-CAN gateway callback, translating an incoming LIN frame by using its first data byte's top two bits as an index to find a target CAN ID, constructing a new CAN frame with the translated ID and a payload where those index bits are masked out, and finally invoking a registered handler with the resulting CAN frame","This function processes incoming LIN frames, translates their IDs to CAN IDs, and invokes a registered callback function with the translated CAN frame data.","This function handles incoming LIN frames by extracting a mapped ID, translating it to a CAN ID, and invoking a registered callback function with a translated CAN frame containing the relevant data.",2.83,32.56,14.29,25.58,69.2
89,c,"Initializes a high-voltage shield by configuring its Output Enable (OE) GPIO, writing a zeroed state to its hardware registers, and then setting the OE pin to enable the device's outputs, logging errors at each step","This function initializes the High Voltage (HV) shield device by configuring the output enable (OE) GPIO pin, initializing internal data structures, updating the shield registers, and finally enabling the shield.","This function initializes the High Voltage (HV) shield device by configuring and enabling the output enable (OE) GPIO pin, initializing internal data structures, and updating the shield registers.",10.71,47.76,18.46,38.81,71.42
90,c,"Sets the gain for a specified DAC (0 or 1) on a high-voltage shield by updating its value in a cached data structure and then calling an update function to write the new configuration to the hardware, returning an error for an invalid DAC index","This function sets the digital-to-analog converter (DAC) gain for a High Voltage (HV) shield device, validating the DAC number, updating the corresponding DAC register in the device's data structure, and then triggering an update function to apply the new gain setting.",This function configures the gain of a specified DAC (0 or 1) within an HV shield device by updating its register and triggering a device update.,10.21,53.33,27.27,44.44,70.65
91,c,"Enables or disables a specific GPIO output on a high-voltage shield by validating the pin index (0-31), remapping it via a nibble-swap, modifying a cached register bit, and then calling a helper function to write the update to the hardware","This function enables or disables a specific GPIO output pin (within a range) on an HV shield device by manipulating a register, after validating the index and adjusting it based on a grouping scheme, and then updating the device's internal state.","This function sets the enable state of a GPIO output pin on an HV shield device by modifying a register, validating the input index, and updating the device's internal state.",16.93,54.12,21.69,42.35,77.04
92,c,"A callback function that forwards a received CAN frame from a source device to a destination device (passed via `user_data`) using a non-blocking send operation, logging a debug message on successful queuing or a warning on failure","This function, `can_router_frame_cb`, receives a CAN frame on one device, attempts to immediately forward it to another specified device using `can_send` with a callback, and logs success or failure.","This function, `can_router_frame_cb`, routes incoming CAN frames from one device to another by attempting to immediately transmit them using `can_send` with a callback, and logging diagnostic information.",2.75,38.89,5.71,33.33,70.04
93,c,"Configures a CAN message router by iterating through an array of routing entries, adding a receive filter to a source CAN interface for each entry that uses a callback to forward matching frames to a destination interface, and returns an error if any filter registration fails","This function registers a set of CAN router entries by iterating through them and adding corresponding receive filters to the CAN driver, associating each filter with a callback function and destination pointer.","This function registers a set of CAN router entries by iterating through them and adding receive filters to the CAN driver, associating each filter with a callback and destination data.",4.71,46.15,7.89,35.9,75.28
94,c,"Initializes the CAN router by iterating through all statically-defined routing tables found in a dedicated linker section and registering their entries, returning an error if any registration fails","This function initializes the CAN router by iterating through a predefined table of CAN router entries and registering each entry with the CAN router system, returning an error code if registration fails.","This function initializes the CAN router by registering each entry from a predefined table with the CAN router system, returning an error if registration fails.",24.61,55.74,33.9,52.46,79.45
95,c,"Iterates through a pre-configured list of low-voltage GPIOs, setting the state of each pin enabled by an input mask to the corresponding bit in a value word, logging and returning an error if any underlying GPIO operation fails","This function sets the level of specific GPIO pins within a hardware voltage shield (HVS) based on a provided mask and value, iterating through configured GPIOs and calling the underlying GPIO driver to set each pin's state.","This function sets the level of specific GPIO pins managed by a hardware voltage shield (HVS) based on a provided mask and value, iterating through configured GPIOs and using the underlying GPIO driver to set each pin's state.",3.01,46.15,5.26,17.95,67.87
96,c,"Populates an output parameter with the number of available Abstract LIN callback slots, calculated by subtracting the used count from a configured maximum, returning an error if the parameter is a null pointer","This function calculates and returns the number of available callback slots for an abstract LIN device by subtracting the number of used callbacks from the maximum allowed frame count, handling null pointer input with an error code.","This function determines and returns the number of free callback slots for an abstract LIN device, calculating it as the difference between the maximum frame count and the currently used callbacks, and returning an error if the provided pointer is null.",12.79,62.86,26.47,40.0,76.23
97,c,"Registers a user-provided callback function for a specific LIN frame ID by validating the ID (0-0x3F) and data size (1-8 bytes), allocating a free callback slot, and storing the callback details, returning an error on invalid parameters or allocation failure","This function registers an incoming callback for a specific LIN frame ID and size, storing the callback function and user data within a device's data structure, after validating input parameters and allocating a callback slot.","This function registers a callback to be invoked when a specific LIN frame ID is received, storing the callback function, frame size, and user data within the device's data structure after validating input and allocating a slot.",15.24,63.29,25.97,37.97,72.16
98,c,"Registers a user-provided callback function for a specific LIN frame ID by validating the ID (0-0x3F) and data size (1-8 bytes), allocating a free callback slot, and storing the callback details, returning an error on invalid parameters or allocation failure","This function registers an outgoing callback for a specific LIN frame ID and size, storing the callback function and associated user data within a device's abstract LIN data structure, after validating input parameters and allocating a callback slot.","This function registers an outgoing callback for a specific LIN frame ID and size within a device's abstract LIN data structure, storing the callback function, user data, and callback type after validating input and allocating a slot.",15.53,60.98,25.0,36.59,70.27
99,c,"Sets the active LIN schedule table by index, first validating the index and then using a semaphore to thread-safely update the scheduler's state and reset its entry pointer to the start of the new table","The function `abstract_lin_scheduler_set_active_table` activates a specified table within a LIN scheduler, ensuring exclusive access via a semaphore and resetting the entry index to the beginning of the table.","The function `abstract_lin_scheduler_set_active_table` activates a specified table within a LIN scheduler, acquiring a semaphore to ensure exclusive access, resetting the entry index, and returning an error if the table index is out of bounds.",3.8,45.71,8.82,34.29,67.98
100,c,"Disables a LIN scheduler by first checking if it's already stopped, then taking a semaphore to safely wait for the current operation to complete before setting the active schedule table index to -1","This C code disables a Linear Network (LIN) scheduler by marking it as stopped and acquiring a semaphore to ensure exclusive access, handling the case where the scheduler is already stopped.","This C code disables a Linear Network (LIN) scheduler by setting its current table to an invalid state and acquiring a semaphore to prevent concurrent access, effectively stopping the scheduler's operation.",6.61,40.0,19.05,36.92,65.58
